2018-11-21 09:53:12,1542747178902,street38709123394538659,street38765774021702869114597937089744,1
2018-11-21 09:55:59,1542794184575,street38726690301751879340388957772564,street38713964931047939457434159781576,1
2018-11-21 09:56:15,1542794184575,street38703964398314219198344959511603,street38729009849276699412498977434467,0
2018-11-21 09:56:58,1542794184575,street38690827969128389352703272087767,street38707960250892929343597214860504,1
2018-11-21 09:58:28,1542794184575,street38711871296901289404867406302898,street38776285414564789146391698730621,-1
2018-11-21 09:58:37,1542794184575,street38722332823776099160446062038371,street3872257729134255,-1
2018-11-21 09:58:51,1542794184575,street3872384682938293303625796484,street3871212079175939700000001,-1
2018-11-21 09:59:19,1542794184575,street38730867394536116,street38715679254733749346684128743229,0
2018-11-21 09:59:30,1542794184575,street38750094932110839174307546316767,street38696871340931659441421715128246,1
2018-11-21 09:59:38,1542794184575,street3872808903682256940972665009012,street38734807445913269455490483215645,-1
2018-11-21 10:29:27,1542795555647,street38770400259910019194294412353685,street3876154488388549204352480889884,1
2018-11-21 10:32:37,1542795555647,street38727926440936619144605306278635,street38702710498962799170488792792346,0
2018-11-21 10:32:43,1542795555647,street38786324730242389142227496628015,street387108879343520399999999,-1
2018-11-21 10:32:52,1542795555647,street3871389089192945,street38755405098787029112317465293048,0
2018-11-21 10:32:59,1542795555647,street3869990808997259334194993920047,street38710943148150789340496101722566,-1
2018-11-21 10:33:06,1542795555647,street38765900291183943,street3872001414291162937853362254063,1
2018-11-21 10:33:14,1542795555647,street38762984509667999234387836484814,street3873698617223649260257596657652,-1
2018-11-21 10:33:16,1542795555647,street38727801311580079342469760909907,street38730603897482829433904011191373,0
2018-11-21 10:33:47,1542795555647,street38748203839083379192168072059651,street38698913645993679361424457838888,-1
2018-11-21 10:33:52,1542795555647,street38738267263383659110293399727937,street38686870993263739,1
2018-11-21 10:34:00,1542795555647,street38777840590295089240958800966846,street3873555667130702939954684692246,-1
2018-11-21 10:34:05,1542795555647,street38718328928052239154177821886362,street3870010431254584917845904177798,-1
2018-11-21 10:34:07,1542795555647,street38737946990817619144127185924516,street38728350050886259204381678170812,-1
2018-11-21 10:34:16,1542795555647,street3875697732079297924633072441776,street38746472843290479208905878077129,0
2018-11-21 10:34:22,1542795555647,street3873414781887474945046212981064,street38703839483907359431624840542224,1
2018-11-21 10:34:30,1542795555647,street38776543856705059234275506014299,street38749930437812399102361101079609,0
2018-11-21 10:34:38,1542795555647,street38730923515834649378552963115022,street387420619207417400000001,0
2018-11-21 10:34:41,1542795555647,street38722794762782129408858175386722,street38712845056994039359725954502316,-1
2018-11-21 10:34:48,1542795555647,street38726860986771019354654742573747,street38709846537023169408806570143385,1
2018-11-21 10:35:07,1542795555647,street3869365793463171,street38724007153173039132197839883851,1
2018-11-21 10:35:09,1542795555647,street38687869130064669351591229099983,street38748382212282639096825491666692,0
2018-11-21 10:35:13,1542795555647,street38727850791642381,street38739989246401859178315065525162,-1
2018-11-21 10:35:16,1542795555647,street38699863470816159329562795162371,street387780539222321000000001,-1
2018-11-21 10:35:21,1542795555647,street38794282690923034,street38744358634301369116659933973331,0
2018-11-21 10:36:36,1542795555647,street38766646534383239150686289049816,street387177253999999991560665,-1
2018-11-21 10:36:44,1542795555647,street38712325792024419,street38711043078554249361411238759871,1
2018-11-21 10:36:49,1542795555647,street38787864568037959146285266653855,street38699803463484499212254963904513,1
2018-11-21 10:36:54,1542795555647,street38731155539781944186391355387,street38715081815579849437609447558891,-1
2018-11-21 10:37:02,1542795555647,street38747754044233479241931765068399,street38736842703671439391212575398677,1
2018-11-21 10:37:11,1542795555647,street3872808903682256940972665009012,street38762078189498829124189639648939,-1
2018-11-21 10:37:19,1542795555647,street38752741391563705,street38719894484727859152311741880004,-1
2018-11-21 10:37:28,1542795555647,street38728893346802769343399387443299,street3873381279210190900000001,0
2018-11-21 10:37:37,1542795555647,street38724108277674429188186074441951,street38716106472472849440609302617315,1
2018-11-21 10:37:48,1542795555647,street3875705719225288300000001,street3872833093567649172317991294017,-1
2018-11-21 10:38:13,1542795555647,street38780999380616879235967099195619,street38783995854416899234565806049325,-1
2018-11-21 10:38:31,1542795555647,street38718206047834169160116633832699,street38735951088609449341654441027021,-1
2018-11-21 10:38:38,1542795555647,street38729584215664749142232074272874,street3876689259162387799999999,1
2018-11-21 10:38:48,1542795555647,street38721308331687089190761664142274,street38696291403222999220132209668936,0
2018-11-21 10:38:57,1542795555647,street3872203091588499372445216742236,street3873406008501353938063845038414,-1
2018-11-21 10:39:03,1542795555647,street38720873289162369178281068723241,street3878649086502153909430407137096,0
2018-11-21 10:39:12,1542795555647,street38773719024431579096385688836827,street38703807792257897,0
2018-11-21 10:39:18,1542795555647,street38698911326628369330427922753442,street38717996269653449218447874501416,-1
2018-11-21 10:39:23,1542795555647,street38726002823016229164186797991109,street38724167172582079432685943291409,-1
2018-11-21 10:39:27,1542795555647,street38715913126841129174014278136042,street38698917368942349386583297121755,0
2018-11-21 10:39:33,1542795555647,street3872384682938293303625796484,street38712938013870249433482422001749,1
2018-11-21 10:39:44,1542795555647,street38703844786228459365833321586138,street38753999156208299999999,0
2018-11-21 10:39:47,1542795555647,street38776659411038349176648314202012,street38740313551509059223793435365531,0
2018-11-21 10:39:58,1542795555647,street38707908511931789222246040753175,street38773219235034799999999,1
2018-11-21 10:40:04,1542795555647,street38695866270216469202339061101442,street38728935793406533,-1
2018-11-21 10:40:07,1542795555647,street3874442599121722999999999,street38736049592133693,0
2018-11-21 10:40:11,1542795555647,street3869993396459559324577525951305,street3873087313357289364469403356289,-1
2018-11-21 10:40:15,1542795555647,street38789979302439169154977981083448,street38720869262234259377774380060441,0
2018-11-21 10:40:17,1542795555647,street38706462959898579162102764108791,street38706101891801821,-1
2018-11-21 10:40:21,1542795555647,street38694043134587969348645081025621,street38791569292376503,-1
2018-11-21 10:40:23,1542795555647,street3875094280925136919637634616145,street38703092718558269372295622807338,0
2018-11-21 10:40:31,1542795555647,street38744332210332229194297852061947,street38697004441981119433445352915001,0
2018-11-21 10:40:37,1542795555647,street3871491696155139413568545197974,street3877799759589148193150293267,0
2018-11-21 10:40:40,1542795555647,street38756262520896219154124643643149,street38707852571940689448281311386008,0
2018-11-21 10:40:46,1542795555647,street38763822355711589168297099185624,street38739124977959479229363625532422,-1
2018-11-21 10:40:51,1542795555647,street3873252049258297799999999,street38701955358974889431510457653015,1
2018-11-21 10:40:55,1542795555647,street38725959452431849130393729360042,street38727877447413389330594642629331,0
2018-11-21 10:41:00,1542795555647,street3873483167720585944781807025225,street38691027309134149351569620477564,1
2018-11-21 10:41:08,1542795555647,street38715057793261319345619371599456,street3876018059192322300000001,0
2018-11-21 10:41:12,1542795555647,street38715001794282728,street38766004792328826,0
2018-11-21 10:41:14,1542796655431,street38747980688688339243346720095227,street38704583191564041,1
2018-11-21 10:41:16,1542795555647,street3872593593913655944559294305466,street38748484691576153,-1
2018-11-21 10:41:19,1542795555647,street38751685891001783,street38721873177082729154342059493512,1
2018-11-21 10:41:23,1542795555647,street38707778562682539378577818762135,street3870729394527068,1
2018-11-21 10:41:26,1542795555647,street387318849134347099999999,street3872465793358099402436570465589,-1
2018-11-21 10:41:32,1542795555647,street38762113545253199178325931599378,street38711871296901289404867406302898,-1
2018-11-21 10:41:40,1542795555647,street3870992219449589,street38752500162992169230057698558563,0
2018-11-21 10:41:45,1542795555647,street3873422939226506000000001,street3870032339176065399999999,1
2018-11-21 10:41:49,1542795555647,street3870417539210248399999999,street38756041477679649246185700767269,0
2018-11-21 10:41:53,1542795555647,street38701716226922629418655042126353,street38722506151272859200363696170644,0
2018-11-21 10:41:55,1542795555647,street38730958622080579373607288151021,street38719818519143759182924413548813,-1
2018-11-21 10:41:58,1542795555647,street38699255038297649185750330578951,street38719926559041439134253689889913,-1
2018-11-21 10:42:01,1542795555647,street38721618791665993,street38715020048965099434687653401733,0
2018-11-21 10:42:02,1542795555647,street38749367276415679214916476785083,street3873488659232877200000001,-1
2018-11-21 10:42:05,1542795555647,street38695803620399969434662776530317,street38735978170349069343522905100636,-1
2018-11-21 10:42:06,1542795555647,street38719874078788739381600394366409,street3872688389426427500000001,-1
2018-11-21 10:42:08,1542795555647,street38727254826765559200525572402691,street38720874743503869410533772213885,1
2018-11-21 10:42:10,1542795555647,street3876296954747089238678859804788,street3875805399112114800000001,-1
2018-11-21 10:42:13,1542795555647,street38737900987533029202170059439638,street38725914048281519137978356277925,0
2018-11-21 10:42:17,1542796655431,street3871983395503039148367184607105,street38766777546839659190615531037459,-1
2018-11-21 10:42:20,1542795555647,street387019954758949191963094850773,street38695566701578129351259652764279,0
2018-11-21 10:42:24,1542795555647,street3872913493243952,street38711871296901289404867406302898,0
2018-11-21 10:42:27,1542795555647,street38712558793252878,street3873006349154164099999999,0
2018-11-21 10:42:30,1542795555647,street3873389843506329126385221121771,street38735780193912485,1
2018-11-21 10:42:35,1542795555647,street38707048268637849329527328635841,street38728893346802769343399387443299,0
2018-11-21 10:42:41,1542795555647,street38771265992313799,street38740490682347049100490760446847,-1
2018-11-21 10:42:56,1542795555647,street38744333987049059192274415795936,street38751819723306469120437909594999,-1
2018-11-21 10:43:03,1542795555647,street38727950893785679343195664573457,street38761437170526959234252219494662,1
2018-11-21 10:43:07,1542795555647,street3875685579153619218262546433397,street38729009849276699412498977434467,-1
2018-11-21 10:43:11,1542795555647,street38767872067256929148506632331433,street38747908988355289128339147614255,-1
2018-11-21 10:43:35,1542795555647,street38791462297975889229969360819451,street38701963498046679410557174243252,-1
2018-11-21 10:43:42,1542795555647,street38705940231636099152273604970464,street3874182529348969110381123140849,-1
2018-11-21 10:44:06,1542795555647,street38730506097855329450508260039269,street3876787739226714100000001,-1
2018-11-21 10:44:13,1542795555647,street3873376679472549799999999,street3873304739391568299999999,1
2018-11-21 10:44:21,1542795555647,street38760059552851169160122323237337,street38761445857498719236036526264414,0
2018-11-21 10:44:26,1542795555647,street38696952961011939423623380130659,street38756958556779239237282339444375,0
2018-11-21 10:44:30,1542795555647,street38741105892268518,street38739939703336769130336733858798,1
2018-11-21 10:44:38,1542795555647,street38724138388930469112208610222432,street38701185537608979471335514180645,-1
2018-11-21 10:44:45,1542795555647,street3869550269354585699999999,street3879308707707685924046019059686,-1
2018-11-21 10:44:51,1542795555647,street38775896548994029160357939976766,street38703868543167049394305803788864,0
2018-11-21 10:44:58,1542795555647,street3869971239425478500000001,street3871488062107562942221857821758,0
2018-11-21 10:45:03,1542795555647,street38769845891463809,street3873307039218067400000001,1
2018-11-21 10:45:10,1542795555647,street3869886879460670500000001,street3874401535823869200279611228497,1
2018-11-21 10:45:17,1542795555647,street38750026301815539166309829836809,street38750033304388779126586843410678,0
2018-11-21 10:45:22,1542795555647,street3874391619118490100000001,street38722839693310166,-1
2018-11-21 10:45:26,1542795555647,street38687200457954659329550744615528,street3877785784136971914575148493717,-1
2018-11-21 10:45:32,1542795555647,street387161404384159942671814988817,street3872100131272439396424268061839,0
2018-11-21 10:45:37,1542795555647,street38707893422384239366839101929873,street38706922143354539393268807674797,1
2018-11-21 10:45:43,1542795555647,street38719916794475093,street38791569292376503,0
2018-11-21 10:45:50,1542795555647,street38743391925948429208792378544866,street38750054978515299108329873496961,-1
2018-11-21 10:45:55,1542795555647,street38734366492575693,street38781120552593799246374610900775,0
2018-11-21 10:46:14,1542795555647,street3878835279156352200000001,street38791462692388139,-1
2018-11-21 10:46:21,1542795555647,street38751099637875669217903603162933,street38770608447276379216105928828028,0
2018-11-21 10:46:40,1542795555647,street38738121692017519390098592597495,street38790456391530264,0
2018-11-21 10:46:46,1542795555647,street38759760164955719162239339709815,street38759800329528519120625068805055,0
2018-11-21 10:46:50,1542795555647,street38763025214465379231743667253767,street38705912218898699148291636972701,1
2018-11-21 10:47:01,1542795555647,street387079039635259132300255715968,street38703868543167049394305803788864,1
2018-11-21 10:47:04,1542795555647,street38729885072367459433500889165536,street38751941857076899114384350408958,1
2018-11-21 10:47:09,1542795555647,street3869971239425478500000001,street3869841439178486599999999,-1
2018-11-21 10:47:12,1542795555647,street38744277191884785,street3874592381922529102351652986474,0
2018-11-21 10:47:18,1542795555647,street38735949822536989206107090254434,street3877083854725769232930742016976,-1
2018-11-21 10:47:20,1542795555647,street387712329247738399999999,street38756849784919889238769861644373,1
2018-11-21 10:47:22,1542795555647,street3877167049192132600000001,street38759824037366429132625277160628,0
2018-11-21 10:47:24,1542795555647,street38749968961396149188257485823831,street38706121717489459481348788088201,-1
2018-11-21 10:47:27,1542795555647,street3870390859179579499999999,street3870392962324359374106729824334,0
2018-11-21 10:47:29,1542795555647,street38719852046071259421620123577529,street38715847473464719326205397360599,0
2018-11-21 10:47:33,1542795555647,street38736871525819449367499800427119,street38776004491564245,-1
2018-11-21 10:47:38,1542795555647,street38750945382570769210771372085548,street38705260638074689373764975116829,1
2018-11-21 10:47:40,1542795555647,street38747894153766699106198917141354,street38777911991630111,0
2018-11-21 10:47:44,1542795555647,street38703924374043649416898822630307,street38767788391564423,-1
2018-11-21 10:47:48,1542795555647,street38706318777834579156207476712876,street3871996364466869465394620571768,-1
2018-11-21 10:47:52,1542795555647,street38788679792330103,street3873187659468348900000001,0
2018-11-21 10:47:57,1542795555647,street38731840858782519116488444296838,street38704814798285339434461131214908,0
2018-11-21 10:48:01,1542795555647,street38735798481632869150321878347368,street3875388627962059096320826894528,-1
2018-11-21 10:48:05,1542795555647,street38760137166544189222432082751418,street387078389134617499999999,1
2018-11-21 10:48:09,1542795555647,street38766271905603479116393595737321,street38722876294785778,-1
2018-11-21 10:48:14,1542795555647,street38726002823016229164186797991109,street38749975047163449204286770020174,0
2018-11-21 10:48:18,1542795555647,street38695749391471139373634853395117,street3869985389437512,1
2018-11-21 10:48:23,1542795555647,street3869975739365520500000001,street387638459136418899999999,1
2018-11-21 10:48:30,1542795555647,street38733871910293019146283428946386,street387048494999999993866069,0
2018-11-21 10:48:33,1542795555647,street38755521271009079211916376751653,street38767846843435549180351175962274,1
2018-11-21 10:48:36,1542795555647,street3874644451115949213289175617611,street38760004191978855,0
2018-11-21 10:48:39,1542795555647,street38704525167801989375755558827771,street3872792199324505500000001,1
2018-11-21 10:48:42,1542795555647,street38714451980224589166252745741353,street3877184192252756,-1
2018-11-21 10:48:48,1542795555647,street3873989170557576913834272904392,street38692842810331139334430824374603,0
2018-11-21 10:48:52,1542795555647,street38763917891204266,street3871501896588779453247486177595,0
2018-11-21 10:48:56,1542795555647,street38701912228915259346512746332273,street38776349978200819240141417310936,-1
2018-11-21 10:49:02,1542795555647,street38704809135502769154394508696207,street3872474516947469474540576338768,1
2018-11-21 10:49:04,1542795555647,street3871080796485019393355747109764,street38720905589705369383503499209622,1
2018-11-21 10:49:07,1542795555647,street38766271905603479116393595737321,street38765996230657739170200140999608,-1
2018-11-21 10:49:11,1542795555647,street387579490963987,street38719079120805529431309179345167,1
2018-11-21 10:49:13,1542795555647,street38760391527904979152270502936585,street3869074349422321,1
2018-11-21 10:49:17,1542795555647,street3875590729118332300000001,street38785882983363459154061561771375,0
2018-11-21 10:49:19,1542795555647,street38699833936652289359682547171754,street3876008173549361920275093697896,0
2018-11-21 10:49:24,1542795555647,street38715901231715179146224111318588,street3876437349153770700000001,1
2018-11-21 10:49:27,1542795555647,street38707060572133429327549923538882,street38709904947339779222197260185949,-1
2018-11-21 10:49:32,1542795555647,street38783952571352649225055599211062,street38746463458226059223824454379589,0
2018-11-21 10:49:35,1542795555647,street38729881071596599162349709686504,street38745064192472884,-1
2018-11-21 10:49:37,1542795555647,street387466181780138923575477293868,street38730687894045428,-1
2018-11-21 10:49:38,1542795555647,street38724341313759879140373383227516,street38749782213654839114279316317235,-1
2018-11-21 10:49:43,1542795555647,street38699901663559039327677527268762,street38707994512977249138316077255022,-1
2018-11-21 10:49:47,1542795555647,street3871286379415746800000001,street38722825593833267,-1
2018-11-21 10:49:50,1542795555647,street3872566789400024999999999,street38761445857498719236036526264414,1
2018-11-21 10:49:56,1542795555647,street38762974379621389247911926296341,street38704473983734999166360550711138,1
2018-11-21 10:50:01,1542795555647,street3877184192252756,street3870770619426036099999999,1
2018-11-21 10:50:05,1542795555647,street38739870833406539108521944090199,street3873748599503199222206877443178,1
2018-11-21 10:50:09,1542795555647,street38775628290056579225221091332465,street3873392332280633916843479742289,0
2018-11-21 11:20:55,1542799272139,street38749485816510939213822644802658,street3874577001154418919034524217256,1
2018-11-21 11:20:58,1542799272139,street38719772134293769170240116157153,street38702091451726829364644337987244,1
2018-11-21 11:21:12,1542799272139,street38735945130608489152289742175221,street38771994553368469211828326701729,-1
2018-11-21 11:21:18,1542799272139,street38711883547809829439044100589422,street38779937005358879118355032305066,-1
2018-11-21 11:21:28,1542799272139,street38712841184467289377751068400739,street38706868910574119410311685863885,0
2018-11-21 11:21:36,1542799272139,street38719810816046539116119997426246,street38770085791260865,1
2018-11-21 11:21:41,1542799272139,street3877953719153892299999999,street38785509492251891,0
2018-11-21 11:21:50,1542799272139,street38703882608240049420501686713868,street38753847939229239124476480648703,-1
2018-11-21 11:22:02,1542799272139,street38756363605013059204360519404771,street38711120430182369452387971802079,1
2018-11-21 11:22:09,1542799272139,street38751099637875669217903603162933,street38738546191736176,-1
2018-11-21 11:22:13,1542799272139,street3873394771279033935146901901931,street38711932957594589359363276245201,0
2018-11-21 11:22:20,1542799272139,street38710411592063287,street38785320230139319232928998766671,1
2018-11-21 11:22:36,1542799272139,street3874058876857207923129134544163,street38706829854061359366558055886481,1
2018-11-21 11:22:39,1542799272139,street38754345481570629140262293398722,street38723809991663858,0
2018-11-21 11:22:42,1542799272139,street38727007499623759445624687434911,street3871025329208308300000001,0
